,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
3,MADDOW," This video was taken outside Senator Tom Cotton`s field office in Little Rock, Arkansas. It was taken at the end of January. I point out it was taken outside that office because the constituents of his who shot the video, they were never allowed inside the office.",1,265.0,48.0,host,4.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
4,SEN. TOM COTTON STAFFER, This is from our D.C. staff – we are unable to have anyone in the office because of recent threats that we have had. I`ll be happy to pass anything over to the senator if you`d like to tell me.,1,194.0,41.0,guest,5.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
5,UNIDENTIFIED FEMALE," So, we can`t meet with anybody from the senator`s office or the senator`s staff who are – no?",1,94.0,19.0,guest,6.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
6,UNIDENTIFIED FEMALE, I`m no threat to the senator or his staff.,1,43.0,10.0,guest,7.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
7,SEN. TOM COTTON STAFFER, I understand that.,1,19.0,4.0,guest,8.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
8,MADDOW," Here`s a thing you should know about Senator Tom Cotton. He`s seen as a real rising star in the Republican Party. He`s the youngest member of the United States Senate, routinely described as an up and comer. He`s known for his efforts to scale back legal immigration. Legal. He wants to stop legal immigrants from coming to this country. That`s very popular in Republican politics right now. And, of course, he has been an absolute champion of the idea of getting rid of Obamacare, scrapping the Affordable Care Act. But, you know, his constituent this is year have had some things to say about these matters to Senator Cotton. In January, his offices stopped answering their phones and, as we saw here, stopped letting anyone inside their offices. They also started cancelling meets with constituent groups. And the senator got a ton of blowback. He became the star of fake missing person`s signs, encouraging folks to call if they saw him and also to call him and ask why he had been missing while his constituents were looking for him. Members of the local Ozark Indivisible group started showing up regularly in droves outside his local offices. One organizer told “The Arkansas Times”, quote, “If they don`t hear us face to face, maybe they`ll hear us outside.” The pressure finally became a big enough deal at home in Arkansas that Senator Cotton said OK, OK, OK. He called the head of Ozark Indivisible, called her on her cell phone and said he would hold a town hall event within the coming weeks. And the logistical drama around that was a real thing. It was never quite clear if the event would really happen. His office kept changing the location and not just once or twice but a bunch of times. In fact, because the logistics and venue moved so many times, a lot of people who wanted to go to the town hall worried that folks ultimately wouldn`t know where it was or when it was and nobody would show up. But it turns out, you know what? People found it, everybody got there just fine. And when it came time for people to tell the senator what they had on their minds and ask him their questions, turns out there was kind of a theme.",1,2146.0,387.0,host,9.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
9,UNIDENTIFIED FEMALE," I`ve got a husband dying and we can`t afford – let me tell you something, if you can get us better coverage than this, go for it. Let me tell you what we have, plus a lot of benefits that we need. We have $29 per month for my husband. Can you beat that? Can you?",1,263.0,57.0,guest,10.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
10,UNIDENTIFIED FEMALE," I unfortunately inherited an incurable genetic connective tissue disorder called Ehlers-Danlos Syndrome or EDS. EDS weakens my heart and veins, it paralyzes my stomach, affects and weakens my immune system. Without the coverage for pre-existing conditions, I will die. That is not hyperbole. I will die. Without the protections against lifetime coverage caps, I will die.",1,372.0,57.0,guest,11.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
11,UNIDENTIFIED FEMALE," What will you do to ensure that the protections inherent in the ACA aka Obamacare, will continue.",1,98.0,18.0,guest,12.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
12,UNIDENTIFIED FEMALE, Can you guarantee that?,1,24.0,5.0,guest,13.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
13,COTTON, That`s my support – that`s what I`m voting for.,1,48.0,10.0,guest,14.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
14,UNIDENTIFIED FEMALE," I know you support that, Senator. But what I`m asking is how will you ensure it? You`ve pledged yourself to repeal, but you have not talked that much about replacement.",1,169.0,31.0,guest,15.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
15,COTTON," We`ll go through the legislative process and I`m make it clear what I support, don`t support and what I think is good for Arkansas.",1,132.0,25.0,guest,16.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
16,COTTON, We have a lot of folks – we have a lot of folks that need to ask their questions and I`d like to get to them.,1,110.0,27.0,guest,17.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
17,UNIDENTIFIED FEMALE," Well, before you answer theirs – ask theirs, I would appreciate it if you would answer mine.",1,93.0,18.0,guest,18.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
18,MADDOW," So, that was last month, during the congressional recess. Tom Cotton at home in Arkansas. Since then, the Senate has come back into session. Senator Cotton and his fellow lawmakers are back in D.C. and Republicans are split, they are divided about what to do with the repeal to feel Affordable Care Act. That`s topic that Senator Cotton was really berated for at that town hall event that almost did not happen. Last night, two committees in the house were up all night long trying to get a version of the repeal of the Affordable Care Act passed. House Republicans are just fighting tooth and nail to pass it in the House, to try to get it into the Senate, to try to make it then so that the Senate will get on board. But you know who one of the Republican senators is who`s not on board with this anymore? Senator Tom Cotton. He started the day by tweeting this. “To my friends in the House, start over. Pause. Start over. Get it right. Don`t get it fast.” Senator Cotton has campaigned on wanting to kill Obamacare. He voted to repeal the Affordable Care Act back in January, but he now says, despite these marathon all-night sessions going on in the House, Republicans need to do better, they need to start over, they need to come up with something that the Senate says will actually reduce prices for insurance and keep it affordable. And who knows what exactly changed Tom Cotton`s mind on this. I mean, maybe it was that woman who said her husband was dying and only alive thanks to the Affordable Care Act. Maybe it was the young woman on your right side of your screen who said that without the treatment she could only receive through the Affordable Care Act she herself would be dead. Maybe it was them. Maybe it was not one moment in particular but as a general matter, there`s a reason people turn up to try to pressure their member of Congress. There`s a reason people pause their lives to engage in political activism and pressure their local political leaders. Because as a whole, even if you can`t identify any one instance, as a whole pressure works and sometimes it starts with something as simple as pushing the button on the intercom. We`ll be –",1,2167.0,395.0,host,19.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
19,MADDOW," So the foreign minister of Mexico is this man. He was in Washington, D.C. today. According to an official press release from his office, he held meetings today with three top people in the White House, with the economic adviser Gary Cohn, the former president of Goldman Sachs, with the national security adviser, General H.R. McMaster, and with Jared, with the president`s son-in-law and senior adviser Jared Kushner. Nowhere to be found with on that list, the Mexican foreign minister`s official counterpart in our government, Secretary of State Rex Tillerson. So, this is a perfect example as to why the newly reinstated State Department press briefings are a useful thing. We haven`t had them for weeks now, but they`ve just come back. We didn`t have one in person today, we just had one by phone and on the phone one today, reporters made a point of asking, hey, what gives about this visit? Why isn`t U.S. Secretary of State Rex Tillerson meeting with his Mexican counterpart while all the other people in the administration are?",1,1036.0,176.0,host,20.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
20,"TRACY WILKINSON, LOS ANGELES TIMES"," I see that the foreign minister of Mexico is in town, Luis Videgaray, meeting with, according to the Mexicans, Kushner, Gary Cohn and McMaster. Is there no State Department meeting with him? And if not, why not?",1,212.0,38.0,guest,21.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
21,"MARK TONER, ACTING STATE DEPT. SPOKESMAN"," Tracy, good question. We`ll take that and get back to you. I was unaware that he was – the foreign minister was in town. And I`m not sure – I can`t speak to whether there`s going to be any meetings at the State Department at any level.",1,236.0,48.0,guest,22.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
22,WILKINSON, OK.,1,,,,23.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
23,MADDOW," They had no idea. Really? What was it? “I was unaware the foreign minister was in town.” The foreign minister of our neighbor and close ally is in Washington? Today? You know, we`re a little short staff, haven`t been picking up our messages, we suspended the in-house newsletter, the mimeo is broken, also bulletin board is being cleaned. I had no idea. Hello, anybody home? Is anybody home? Since his arrival, the new secretary of state has not held a single press conference. On his first big trip to Europe last month for the G20 summit, Rex Tillerson said less than 50 words in total in response to press questions, and while his silence and refusal to answer reporters` questions is one thing, the hallowing out of the State Department, the erasure of institutional memory in that agency on his brief watch, that`s something else entirely. Right after Secretary Tillerson was sworn in, four of the top career diplomats at the department were told their services were no longer needed. These are career non-partisan apolitical staffers with a combined 150 years of experience at the State Department gone, just like that right off the top. That was followed by more senior staff layoffs last month and so far, at least, the people being let go are not being replaced. Tillerson himself has no deputy, for example. Latest plans from the administration call for a 37 percent cut to the agency`s budget, 37 percent. So far, there has been no sign of any public pushback against that from the secretary of state. When NBC`s Andrea Mitchell shouted a question to him about it a few days ago, he smiled and pretended he didn`t hear her asking but gave no answer. The primary agency responsible for rallying U.S.-led interests around the world appears to be having the air sucked out of it. If you are Russia and you are looking at that right now, do you love what you are seeing? You might be happy, I`m not sure, but you might be happy to see this guy exiting stage left. Until very recently, he was the third-most senior diplomat in the Foreign Service. He`s America`s longest-serving diplomat. He served six presidents over a 40-year career dating back to the Carter administration. He`s the department`s foremost Russia expert and he, too, is now leaving at a time when arguably the State Department needs it most, the State Department will not have the benefit of his insight going forward. We will, though, and that`s because he joins us here next. Stay with us.",1,2467.0,430.0,host,24.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
24,MADDOW," Allow me to quote. “My 40 years in the foreign service and the careers of many of my friends became associated with the fall of the Soviet Empire and the putting in order of what came after – the building of a Europe whole, free, and at peace. It`s hard to recall today how improbable victory in the Cold War appeared. For two generations up through the mid-1980s, many thought we were losing the Cold War, even in early 1989, few believed that Poland`s solidarity movement could win, that the Iron Curtain would come down, that the Baltic states could be free, that the second of the 20th century`s great evils, communism, could be vanquished without war, but it happened and the West`s great institutions, NATO and the E.U., grew to embrace 100 million liberated Europeans. It was my honor to have done what I could do to help. I learned to never underestimate the possibility of change, that values have power and that time and patience can pay off, especially if you`re serious about your objectives. Nothing can be taken for granted and this great achievement is now under assault by Russia. But what we did in my time is no less honorable. It is for the present generation to defend.” That is from the farewell speech of Ambassador Daniel Fried, former Ambassador Daniel Fried. He recently retired from the State Department after 40 years of service across the globe. He`s here in his personal capacity, not as a U.S. government official. Ambassador Fried, thank you so much for being here tonight. I really appreciate it.",1,1529.0,268.0,host,25.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
25,"DANIEL FRIED, U.S. FOREIGN SERVICE OFFICER FOR 40 YEARS", Thanks for having me.,1,22.0,5.0,guest,26.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
26,MADDOW," I`ve never read the parting speech of a former diplomat leaving the State Department before, but I read yours because it was recommended to me by so many people as a seminal view of where we are in the world. Do you feel like we are at a pivot point in world history in terms of the Western liberal order?",1,306.0,61.0,host,27.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
27,FRIED," We did really well for a generation after 1989 and the fall of communism. Our liberal values expanded in the world, our prosperity expanded. We did well. That`s under assault. But it`s also being questioned from within the West. People are questioning whether this is the way to go and that does worry me, sure.",1,312.0,56.0,guest,28.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
28,MADDOW," Your pointed comments in your farewell address and elsewhere about Russia, notes just the questioning from within but the assault by Russia on this, that carries a lot of weight because of your expertise on Russia and your involvement in relations with Russia over the decades. Is this – is what we`re seeing now, what we`re newly recognizing and focusing on now in America, is this just the latest iteration of what Russia has been involved with for a long time or are they involved in something new and newly aggressive?",1,523.0,92.0,host,29.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
29,FRIED," We Americans are focused on Russia`s attacks with our electoral system and we`re consumed with that. But Russia is pushing against the West generally. In my view, Putin despises the West in general and the United States in particular, both for who we are, our liberal values, and for what we`ve done, which is to take down the Soviet Empire. And I think now, Russia is pushing against the West in general, not just the United States but the institutions of the West, the key governments in the West using a variety of tools, as well as military assault on Ukraine.",1,565.0,102.0,guest,30.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
30,MADDOW," In terms of what Russia – if Russia had a magic and with, what they would do to the United States if they could. What do you think they`re doing –",1,147.0,32.0,host,31.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
31,FRIED, Diminish US.,1,13.0,3.0,guest,32.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
32,MADDOW, Diminish us?,1,13.0,3.0,host,33.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
33,FRIED," Diminish us across the board. They do not wish us well. They are the adversary, they – we`re the adversary they love to hate. They want to bring us down to make them feel better about the failure of the Soviet Union. I don`t mean bring us down as in collapse, but bring us down a notch in a big way. What they want to do is undermine the Western liberal order. The sense the great democracies of the world – Europe, the United States, Japan, others – are going to set the agenda for the world. They want to bring that down.",1,524.0,104.0,guest,34.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
34,MADDOW, What`s the best way to do that if you`re Russia?,1,49.0,11.0,host,35.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
35,FRIED," Undermine the West and its institutions, create doubts about NATO, create doubts about the European Union, support nationalists on the right just as the Soviet communists supported communists on the left. Weaken the West in general and create an atmosphere in which we`re uncertain about ourselves.",1,299.0,47.0,guest,36.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
36,MADDOW," On that point of nationalism, I feel like Americans have always studied nationalism as a foreign phenomenon. And now, we`ve got a nationalist movement in our country that has a very articulate spokesman in the senior counselor to the president, for example, and I don`t think we have thought of ourselves, at least in a modern iteration, as being a nationalist country or a country that has nationalist movements. When you say that it helps Russia to undermine – in its project of undermining the West to support nationalism, how does nationalism abroad and in the United States undermine the West and the liberal order in general?",1,632.0,108.0,host,37.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
37,FRIED," Well, think of Europe in the 20th century. Two World Wars generated by nationalism. France, Germany, Britain fighting with each other. Now, the United States comes in in 1945 and we basically blow the whistle. Two World Wars are sufficient and we are the ones who supported this notion of a united Europe, so there would never be another set of civil wars in Europe again, ever. That was a fabulous success. It was so fabulous that people now take it for granted And the European Union, OK, right, it has a bureaucracy, right. It`s sometimes difficult to deal with but so what? You hire a couple of people like me to work the European Union, and it can be done. It`s pretty good. I mean, European Union, difficult compared to what? Say organizing D-Day? The West in its modern form since 1945 is a miracle, and that`s in our American interests. It`s its good that the West is strong and at peace, and we should want more of that, not less.",1,940.0,173.0,guest,38.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
38,MADDOW, How worried are you that it is fundamentally at risk right now?,1,64.0,13.0,host,39.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
39,FRIED," Worried, I think the West is in a low point we haven`t seen since the 1930s. We`re a little bit low in the 1970s, right, post-Vietnam, Watergate era, malaise, all that, but this is more like the 1930s where the very notion of liberal democracy is being questioned, and that is disturbing.",1,289.0,53.0,guest,40.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
40,MADDOW," Our guest is former Ambassador Daniel Fried. He`s very recently retired from the State Department after 40 years of service, a senior Foreign Service officer. Ambassador Fried, I want to ask you about your beloved State Department if you don`t mind staying for one more segment.",1,279.0,47.0,host,41.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
41,FRIED," Sure, sure.",1,12.0,3.0,guest,42.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
42,MADDOW, We`ll be right back with Dan Fried in just a moment.,1,53.0,12.0,host,43.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
43,MADDOW," We`re back with Ambassador Daniel Fried, who`s a very senior Foreign Service officer, very recently retired from the State Department after 40 years of service. Mr. Ambassador, I just did want to ask you, did you – had the Trump administration asked you to stay, would you have stayed? You stayed through six other presidents.",1,327.0,56.0,host,44.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
44,FRIED," Well, we`ll never know because they didn`t ask me. Now, they didn`t fire me. They didn`t ask me to stay and 40 years seemed like enough.",1,137.0,27.0,guest,45.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
45,MADDOW," One of the things that I am worried about as a layman who has never been – had any direct expertise in these matters at all is that I see you after 40 years and I see the handful of other people, maybe two other people who had a little more years in service than you, all of these people combined – you know, well over a century experience, all of these people who have been there through all these presidents, all gone, all at once, are we right to see that this is at least unusual, that this many senior people leaving at the start of the administration is not par for the course?",1,584.0,116.0,host,46.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
46,FRIED," Well, the usual practice is that the people in their jobs keep their jobs until their successors are named. Now, that`s the way the Bush administration treated the Clinton people. And that`s the way the Obama administration treated the Bush people. Same thing. Thank you for your service and please stick around until a successor is named. So, you have the A team. And both the Bush people and Obama people had no problem working with the holdovers. They weren`t out to get them. And that was pretty smooth, because you don`t want something to go wrong when you have a whole senior level of actings. That`s not a position you want to be in.",1,641.0,116.0,guest,47.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
47,MADDOW," But to be clear, what you`re saying is in the Trump administration, all the senior people were cleared out.",1,108.0,20.0,host,48.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
48,FRIED," Not all of them but a lot of them. And it`s OK to replace your team, but usually you want them to be in place until the new people are confirmed.",1,146.0,32.0,guest,49.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
49,MADDOW," And in this case, that has not happened?",1,41.0,9.0,host,50.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
50,FRIED," And that just in terms of capacity, that`s of concern. I just hope they move quickly.",1,86.0,17.0,guest,51.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
51,MADDOW," Ambassador Daniel Fried, thank you very much for taking this time tonight. It`s really good to have you. I hope you`ll come back.",1,130.0,24.0,host,52.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
52,FRIED, Thank you.,1,11.0,3.0,guest,53.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
53,MADDOW, Thank you. All right. We`ll be right back. Stay with us.,1,57.0,12.0,host,54.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
54,MADDOW," We have news tonight about a new legal challenge to the president`s Muslim ban, the second version of the Muslim ban that was introduced this week. We reported last night that the state of Hawaii had filed the first lawsuit in federal court yesterday challenging the new Muslim ban. Well, now, tonight, the attorney general of Washington state has announced that he will also be challenging it, along with the state of Massachusetts. Now, the Washington state entry here is very interesting, because Attorney General Bob Ferguson, his last challenge to the first version of the ban is what stopped it in its track. He won that huge ruling against the first version of the Muslim ban that resulted in it being stopped dead in the Ninth Circuit U.S. Court of Appeals. Well, tonight, Washington Attorney General Bob Ferguson says he believes that same ruling that stopped the first version of the ban should still apply to the second version of the ban because it is basically the same ban. It is basically the same policy. You can hear that argument from him in person right now because he`s about to be a guest on “THE LAST WORD” with Ari Melber. That does it for us tonight. We will see you again tomorrow. Now, it`s time for “THE LAST WORD” with Ari Melber, sitting in for Lawrence tonight. Good evening, Ari.",1,1311.0,232.0,host,55.0,0,MSNBC,The Rachel Maddow Show,2017-03-09
55,,THIS IS A RUSH TRANSCRIPT. THIS COPY MAY NOT BE IN ITS FINAL FORM AND MAY BE UPDATED.END,1,,,,,0,MSNBC,The Rachel Maddow Show,2017-03-09
0,HAYES," That is “ALL IN” for this evening, THE RACHEL MADDOW SHOW starts right now. Good evening, Rachel.",1,98.0,18.0,guest,1.0,0,MSNBC,The Rachel Maddow Show,2017-02-21
1,"RACHEL MADDOW, MSNBC HOST"," Good evening, Chris. Thanks, my friend.",1,40.0,7.0,host,2.0,0,MSNBC,The Rachel Maddow Show,2017-02-21
2,HAYES, You bet,1,8.0,3.0,guest,3.0,0,MSNBC,The Rachel Maddow Show,2017-02-21
