,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
14,HANNITY," ... important what you're saying. The news media in this country has repeated this narrative that the Trump campaign were colluding with the Russians to undermine the electoral process. You're saying that your reporting and your -- look, John Solomon's worked for AP for what, 20 years? And you both worked together at The Washington Times, credible news organizations. So what you're saying is they found no evidence at all whatsoever of any collusion between the campaign and the Russians. True?",1,498.0,82.0,host,15.0,0,Fox News,Hannity,2017-03-08
15,CARTER," Absolutely true, they found no evidence of that. In fact, when we spoke to our sources who had direct access to this investigation, what was happening with the FBI, they didn't even find evidence of collusion with Lieutenant General Mike Flynn, which is interesting because even when those leaks came out and they were referring to the Logan Act, and everybody saw this as a broad...",1,384.0,67.0,guest,16.0,0,Fox News,Hannity,2017-03-08
16,HANNITY, Which was ridiculous!,1,22.0,4.0,host,17.0,0,Fox News,Hannity,2017-03-08
17,CARTER," Yes, they thought this was part of the original investigation into Russian hacking and now President Trump. It wasn't. It was completely different. It was a completely separate incident. And the leak came out anyways. It was -- it was monitoring a Russian asset...",1,265.0,45.0,guest,18.0,0,Fox News,Hannity,2017-03-08
18,HANNITY," And that would be a felony as defined by the Espionage Act, as I understand it?",1,80.0,17.0,host,19.0,0,Fox News,Hannity,2017-03-08
19,CARTER," That is absolutely correct. And as you know, the inspector general at the DOJ is now investigating...",1,102.0,18.0,guest,20.0,0,Fox News,Hannity,2017-03-08
20,HANNITY," All right, now...",1,18.0,4.0,host,21.0,0,Fox News,Hannity,2017-03-08
21,CARTER, ... both the FBI and the Department of Justice. So that...,1,59.0,12.0,guest,22.0,0,Fox News,Hannity,2017-03-08
22,HANNITY," Very important. I want to stay on this story because I -- we only have limited time. There's too much information in your piece in your new discovery. So you have confirmed that the FBI found no evidence of any collusion whatsoever, nothing.",1,242.0,44.0,host,23.0,0,Fox News,Hannity,2017-03-08
23,CARTER, Absolutely.,1,12.0,2.0,guest,24.0,0,Fox News,Hannity,2017-03-08
24,HANNITY," Number two, you have confirmed that they did get a FISA warrant in October, in the weeks leading up to the election, correct?",1,126.0,24.0,host,25.0,0,Fox News,Hannity,2017-03-08
25,CARTER, That is correct. That is correct.,1,34.0,7.0,guest,26.0,0,Fox News,Hannity,2017-03-08
26,HANNITY, And they also -- they also found -- they also got somehow another warrant that allowed them to look into the Trump campaign. We don't know what the nature of that was?,1,168.0,33.0,host,27.0,0,Fox News,Hannity,2017-03-08
27,CARTER," We think it had to do with the banks in Russia, that they were looking at connections between then President Trump and the -- and the banks in Russia, both which are Alpha Bank and SBB Bank, but we're not 100 percent certain on that. What we don't know is who was connected to that FISA. What was that FISA looking at? And that is very highly classified. Nobody wants to talk about that particular FISA right now. They said it did have to do with the Russian hacking on a very broad level, but it didn't hone in directly on Trump, is what I was told.",1,551.0,108.0,guest,28.0,0,Fox News,Hannity,2017-03-08
28,HANNITY," And the bottom line, too, is so far, they found no collusion whatsoever, which I think is really important. And you know, we don't know the degree to which -- if they went to a server that might have been off site but it still took in the information from Trump Tower, then Donald Trump problem -- was seemingly technically right. The New York Times used the term ""wiretapping."" Now they're backtracking.  But everybody in the media has called Donald Trump a liar when he sent out a tweet about President Obama being involved. Well, certainly, it's his administration and maybe -- I don't know exactly how you call a wiretap -- does it have to be a phone call? If the government is looking into one server, can't you say they were tapping into it, because that's how I would define its.",1,787.0,144.0,host,29.0,0,Fox News,Hannity,2017-03-08
29,CARTER," Yes. Exactly. I mean, these are semantics, right? This is how people are using words. There is a distinction between a FISA...",1,127.0,23.0,guest,30.0,0,Fox News,Hannity,2017-03-08
30,HANNITY, Understood.,1,12.0,2.0,host,31.0,0,Fox News,Hannity,2017-03-08
31,CARTER," ... and then a wiretapping. But they did tap. I mean, they were looking into his server.",1,89.0,18.0,guest,32.0,0,Fox News,Hannity,2017-03-08
32,HANNITY," They were investigating the president in the weeks leading up to the election, and you're saying there were two warrants, one FISA, one non- FISA.",1,147.0,26.0,host,33.0,0,Fox News,Hannity,2017-03-08
33,CARTER, Correct.,1,9.0,2.0,guest,34.0,0,Fox News,Hannity,2017-03-08
34,HANNITY," OK, so, now did, they find anything at all, anything at all, any...",1,68.0,14.0,host,35.0,0,Fox News,Hannity,2017-03-08
35,CARTER," According to the sources that we spoke with, they did not find any evidence that would lead to any kind of criminal prosecution of anyone on the Trump team. And that is what we were told.",1,188.0,37.0,guest,36.0,0,Fox News,Hannity,2017-03-08
36,HANNITY," So basically, you're told by people...",1,39.0,7.0,host,37.0,0,Fox News,Hannity,2017-03-08
37,CARTER, Whether something changes...,1,29.0,4.0,guest,38.0,0,Fox News,Hannity,2017-03-08
38,HANNITY," ... that he is totally exonerated, this whole Russian narrative the media has been running with has been a lie, it's been untrue...",1,132.0,24.0,host,39.0,0,Fox News,Hannity,2017-03-08
39,CARTER, Well...,1,8.0,2.0,guest,40.0,0,Fox News,Hannity,2017-03-08
40,HANNITY, ... and that they've known it for some time and they never told us?,1,68.0,15.0,host,41.0,0,Fox News,Hannity,2017-03-08
41,CARTER," Well, to some extent, yes.",1,27.0,6.0,guest,42.0,0,Fox News,Hannity,2017-03-08
42,HANNITY," That's pretty scary. Now, one other thing because I think this is very important. As it relates to who knew what, when and where, the president made a very clever statement. He said, Well, I didn't order, nor did anyone in the White House order the FISA investigation. But that's not an acknowledgement -- did he know? Did Ben Rhodes know?  Did Loretta Lynch sign off on it? Did any -- Valerie Jarrett know about this? Did Dan Pfeiffer? In the middle of a campaign, you have a sitting president with the power over the intelligence community looking into an opposition candidate in the weeks leading up to an election? Does that seem like something that is appropriate? Were there lies told to gather that FISA approval? Do we know if there was an attempt to get one in June, for example?",1,789.0,143.0,host,43.0,0,Fox News,Hannity,2017-03-08
43,CARTER," Well, what we know is that according to our sources, there was really no attempt to get one in June. Now, that's what they said. We don't know that for a fact yet. But what we do know is that in October, it was very interesting. Harry Reid came out and said, you know, there's going to be some explosive...",1,307.0,61.0,guest,44.0,0,Fox News,Hannity,2017-03-08
44,HANNITY, Hillary Clinton tweeted...,1,27.0,4.0,host,45.0,0,Fox News,Hannity,2017-03-08
45,CARTER, ... evidence.,1,14.0,3.0,guest,46.0,0,Fox News,Hannity,2017-03-08
46,HANNITY, ... tweeted it out a week before the election!,1,47.0,10.0,host,47.0,0,Fox News,Hannity,2017-03-08
47,CARTER," Hillary Clinton tweeted that out. So people were getting a whiff of this, and we believe that people were briefed on this. So this is when everything started. And this is what these intelligence officials are telling us. Look, this has become highly politicized. From October all the way through January, with the removal of General Flynn...",1,342.0,58.0,guest,48.0,0,Fox News,Hannity,2017-03-08
48,HANNITY," January 20th, yes.",1,19.0,4.0,host,49.0,0,Fox News,Hannity,2017-03-08
49,CARTER," ... and from the NSA, you know, this has become so politicized that they're watching this in horror and they wanted to set the record straight.",1,144.0,27.0,guest,50.0,0,Fox News,Hannity,2017-03-08
50,HANNITY," I have one last question. We did learn from WikiLeaks that the CIA uses stolen malware to give attribution, if you will, to cyber-attacks of other nations. In other words, they leave the fingerprints. They could do the job and leave the fingerprints and say, Oh, it looks like the Russians did it. Is that possible that that happened here?",1,340.0,61.0,host,51.0,0,Fox News,Hannity,2017-03-08
51,CARTER," I mean, that's something that we have to investigate. I have no evidence of that. But it is -- but they are capable. They are capable.  And so are other intelligence agencies.",1,176.0,33.0,guest,52.0,0,Fox News,Hannity,2017-03-08
52,HANNITY, Thank you for your great work.,1,31.0,7.0,host,53.0,0,Fox News,Hannity,2017-03-08
53,CARTER, Thank you.,1,11.0,3.0,guest,54.0,0,Fox News,Hannity,2017-03-08
54,HANNITY," We're going to continue to follow this, get these questions answered. You know, so are there deep state Obama holdover operatives working behind the scenes to try and undermine the Trump administration? Former speaker of the House Newt Gingrich weighs in. And later tonight-",1,275.0,45.0,host,55.0,0,Fox News,Hannity,2017-03-08
55,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Hannity,2017-03-08
56,"REP. PAUL RYAN, R-WIS., SPEAKER OF THE HOUSE"," We actually ran on a repeal and replace plan. That's what this is, the repeal and replace plan we ran on. Now I am intent on making sure that we fulfill our promises.",1,167.0,34.0,guest,56.0,1,Fox News,Hannity,2017-03-08
57,,(END VIDEO CLIP),1,,,,,1,Fox News,Hannity,2017-03-08
58,HANNITY," Speaker Ryan is correct, Republicans promised for years they'd repeal and replace ObamaCare. They need to get it right. Why so much infighting? Why wasn't this resolved before? Also, Michelle Malkin here. She'll join us tonight, as well.",1,238.0,39.0,host,57.0,0,Fox News,Hannity,2017-03-08
59,,(COMMERCIAL BREAK),1,,,,,0,Fox News,Hannity,2017-03-08
60,HANNITY," And welcome back to ""Hannity."" Now, we've been questioning on this program if there are deep state Obama holdover operatives trying to delegitimize the commander-in-chief. Now, we're not going to stop asking questions. And joining us now with reaction, author of The New York Times best-seller ""Treason,"" former speaker of the House, Fox News contributor Newt Gingrich. So you know John Solomon. You've known him for years, AP, Washington Times, Sara Carter, you know, legitimate reporter. They're saying and not only was a FISA court warrant approved, now they think a second warrant was approved. In spite of the investigation, zero proof of any collusion between Trump and the Russians. This has been the media narrative now going on, what, six, seven months at this point?",2,777.0,127.0,host,58.0,0,Fox News,Hannity,2017-03-08
61,"NEWT GINGRICH, R-FMR. HOUSE SPEAKER, FOX NEWS CONTRIBUTOR", Sure.,2,6.0,2.0,guest,59.0,0,Fox News,Hannity,2017-03-08
62,HANNITY, What is your response?,2,23.0,5.0,host,60.0,0,Fox News,Hannity,2017-03-08
63,GINGRICH," Well, I think, first of all, it's very likely that the deep state, the professional bureaucrats, the people who run the government on a day-to-day basis did do things that were very opposed to Donald Trump. I mean, the fact is that he was overwhelmingly opposed by the civil service. I think it's also likely that there was -- covering up is probably the wrong word, but that they were willing to be sloppy and to be more aggressive. And the whole thing was done to General Flynn was totally outrageous, violates every civil libertarian in the country, involved the leaking, which is a felony -- the leaking of secret information, which was done in such a way as to hurt an American citizen, even though when you looked at it in detail, it had no meaning. It didn't matter. By the way, you'll notice that The Washington Post and The New York Times, in their continuing war on the Trump administration, went way out of their way to try to smear and destroy Attorney General Sessions, a very -- again, very similar kind of pattern we're seeing, whether it's in leaking or it is in wiretapping, or it is in a variety of other collusions between the deep state bureaucracy and the deep state media.",2,1195.0,217.0,guest,61.0,0,Fox News,Hannity,2017-03-08
64,HANNITY," Their reporting that not only was a FISA warrant issued, but another warrant was issued. And the FISA warrant was for servers for the Trump -- for the Trump, I guess, monopoly. So this is in the weeks leading up to a campaign and the presidential election. You know, there's no telling what's on those servers. And I know that from my own interactions with people in the campaign, they were using Trump organization email addresses.",2,433.0,77.0,host,62.0,0,Fox News,Hannity,2017-03-08
65,GINGRICH," Well, look, I think it's very clear that the House and Senate Intelligence Committees have to get deeply involved in this, and it may well be that the House and Senate Judiciary Committees, on behalf of our civil liberties, also have to get involved. There's no question that the Congress has to get to the bottom of this. And again, I want to emphasize, a number of people have been committing felonies. They have been deliberately leaking secrets in a way which is illegal and which is dangerous to the United States, and it is a real problem.",2,546.0,99.0,guest,63.0,0,Fox News,Hannity,2017-03-08
66,HANNITY," Well, Obama expanded executive order 12333 to allow the sharing of this very highly, deeply top-secret intelligence signet (sic) communications in the case of General Flynn to be shared with 16 other agencies. He did it on his final two weeks out of the campaign. How important is Obama's role in this? He made the statement that no -- we had no role in ordering this. But did he know about it? How important is that (INAUDIBLE)",2,429.0,78.0,host,64.0,0,Fox News,Hannity,2017-03-08
67,GINGRICH," Well, how can he -- wait. How can he say he had no role in ordering it if it was, in fact, a presidential directive because it affects all 17 agencies?",2,152.0,32.0,guest,65.0,0,Fox News,Hannity,2017-03-08
68,HANNITY," What he's -- well, that part he did, but he had no role in seeking a FISA warrant. It wasn't ordered from the White House. And my question...",2,142.0,29.0,host,66.0,0,Fox News,Hannity,2017-03-08
69,GINGRICH," Well, but -- but let's go back to what he does clearly have a role in. You know, if you read carefully what it says, they didn't just say you can share secrets, they said you can share information...",2,200.0,40.0,guest,67.0,0,Fox News,Hannity,2017-03-08
70,HANNITY, Intelligence.,2,14.0,2.0,host,68.0,0,Fox News,Hannity,2017-03-08
71,GINGRICH, ... that you don't even believe is true.,2,41.0,9.0,guest,69.0,0,Fox News,Hannity,2017-03-08
72,HANNITY, The dossier.,2,13.0,3.0,host,70.0,0,Fox News,Hannity,2017-03-08
73,GINGRICH," So you have all these rumors, all this gossip which goes from NSA to 16 other agencies, one of whom leaks it to The New York Times and The Washington Post. Then it becomes a story. Now, it's a total lie at this point. Then it becomes a story, then other TV channels pick it up and run with it for three straight days.",2,318.0,65.0,guest,71.0,0,Fox News,Hannity,2017-03-08
74,HANNITY," Do you remember the day that that story about the dossier broke, Buzzfeed and CNN's hysterical, breathless coverage of this as though this was the smoking gun? Well, they also say, Sara Carter and John Solomon -- they also say that they found no evidence even now they had the two warrants, none whatsoever!",2,308.0,55.0,host,72.0,0,Fox News,Hannity,2017-03-08
75,GINGRICH, Yes.,2,5.0,2.0,guest,73.0,0,Fox News,Hannity,2017-03-08
76,HANNITY, Not one smidgen of evidence that backs up the claims by the media that they've been saying.,2,92.0,18.0,host,74.0,0,Fox News,Hannity,2017-03-08
77,GINGRICH," And you know, the former director of national intelligence, General Clapper, has said publicly unequivocally that in all the things he looked at and all the reports he saw, there is zero evidence of collusion...",2,212.0,36.0,guest,75.0,0,Fox News,Hannity,2017-03-08
78,HANNITY, That's correct.,2,16.0,3.0,host,76.0,0,Fox News,Hannity,2017-03-08
79,GINGRICH," ... between the Trump campaign and the Russians, which would make you wonder why is this still an issue, except of course, that the Democrats and The New York Times and The Washington Post are desperate to do anything to slow down Donald Trump.",2,245.0,45.0,guest,77.0,0,Fox News,Hannity,2017-03-08
80,HANNITY," All right, we got to take a break. More with Newt Gingrich right after this. We're going to talk about health care and much more. And this.",2,140.0,28.0,host,78.0,0,Fox News,Hannity,2017-03-08
81,,(BEGIN VIDEO CLIP),2,,,,,0,Fox News,Hannity,2017-03-08
82,RYAN," We actually ran on a repeal and replace plan. That's what this is, the repeal and replace plan we ran on. Now I am intent on making sure that we fulfill our promises.",2,167.0,34.0,guest,79.0,1,Fox News,Hannity,2017-03-08
83,,(END VIDEO CLIP),2,,,,,1,Fox News,Hannity,2017-03-08
84,HANNITY," Intramural squabbles existing in Republican ranks, a potential civil war on our hands. We'll ask the former speaker about that. And also, Michelle Malkin will join us tonight as we continue on this very, very busy news night, and the latest on the explosive WikiLeaks revelations straight ahead.",2,296.0,49.0,host,80.0,0,Fox News,Hannity,2017-03-08
85,,(COMMERCIAL BREAK),2,,,,,0,Fox News,Hannity,2017-03-08
86,,(NEWSBREAK),3,,,,,0,Fox News,Hannity,2017-03-08
87,,(BEGIN VIDEO CLIP),3,,,,,0,Fox News,Hannity,2017-03-08
88,RYAN," I'm prepared to lead our conference to doing what we said we would do in the election. We actually ran on a repeal and replace plan. That's what this is, the repeal and replace plan we ran on. Now I am intent on making sure that we fulfill our promises. What I want to tell my fellow citizens is the nightmare of ObamaCare is about to end, that we are doing what we said we would do in this campaign, which is repeal and replace this awful law that is crashing.",3,462.0,92.0,guest,81.0,1,Fox News,Hannity,2017-03-08
89,,(END VIDEO CLIP),3,,,,,1,Fox News,Hannity,2017-03-08
90,HANNITY," All right, Speaker of the House Paul Ryan vowing to fulfill the GOP's promise to repeal and replace ObamaCare. President Trump met earlier this evening with members of the Freedom Caucus to discuss the new health care bill. As I said last night, they need to hammer out their differences because we cannot have a GOP civil war breaking out in the media. It's only going to hurt their ability to get things done, and that means hurt you, the American people. We continue now more with Newt Gingrich. The Club for Growth, Heritage Action, Americans for Prosperity, FreedomWorks, the Freedom Caucus, some members of the Study Committee, Rand Paul, Mike Lee, Ted Cruz, Marco Rubio are against this bill. Here's my question. This has been discussed as their primary agenda item, Mr. Speaker, for eight years. They released the bill -- they rolled out a bill yesterday, and there's not consensus. Why didn't they build the consensus, finish the bill in the square that you told me about, how legislation gets made, how the sausage gets made, before they rolled it out? And then have -- maybe something that can never happen. A president with every Republican House member, every Republican senator behind him, this is our answer to ObamaCare. We're all in agreement. We're going to pass it today. Am I naive to think that something like that could have happened rather than the squabbling that's going on on TV the last 24?",3,1418.0,246.0,host,82.0,0,Fox News,Hannity,2017-03-08
91,GINGRICH," I think that might have been done, but it would be very, very hard. I think there are two key things to remember about where we are. The first is this bill is the beginning of a three or four or five step process. This is not the only bill that is going to come down the road on health care.",3,292.0,62.0,guest,83.0,0,Fox News,Hannity,2017-03-08
92,HANNITY, But they knew what the criticisms were before within their own ranks.,3,70.0,13.0,host,84.0,0,Fox News,Hannity,2017-03-08
93,GINGRICH," Sure. And you can divide the criticisms in a couple ways. One is if you want to pass something very early, you're going to have to pass it under Senate reconciliation rules. That's just a fact.",3,194.0,37.0,guest,85.0,0,Fox News,Hannity,2017-03-08
94,HANNITY, Right.,3,7.0,2.0,host,86.0,0,Fox News,Hannity,2017-03-08
95,GINGRICH," Now, if that's what you're going to do, those rules define narrowly what can be in the bill. So at least half the complaints are about a reality that Paul Ryan at the Mitch McConnell are working with.  Second --",3,212.0,41.0,guest,87.0,0,Fox News,Hannity,2017-03-08
96,HANNITY," And that's legitimate, by the way. That's all true, 100 percent.",3,65.0,12.0,host,88.0,0,Fox News,Hannity,2017-03-08
97,GINGRICH," Second, in the Senate, the margin is closer than it looks because it takes 50 votes plus Vice President Pence. That means you can lose to. And you can lose two on the right, you can lose two on the left, you can lose two in the middle over things like, for example, whether or not they're going to have opioid treatments or they're going to drop them which for somebody like Senator Portman who has made an enormous number of speeches on the opioid epidemic really is central. And it's not a right or left issue. It's a practical issue. So you have all this stuff going on at once. I probably would frankly have been pretty close to what Paul Ryan did. Bring a bill out, go to markups, allow amendments. Then they go from energy and commerce and ways and means to a markup in the budget committee of the combined bill. Then you go to the rules committee. And members of the Freedom Caucus can walk in and say we want to put these amendments in order. And if they can say we're not going to vote for the rule unless we get some amendments. This is the legislative process. My only point would be, and I think it's fair from a Paul Ryan standpoint to be slightly perplexed. This is not a perfect bill. I want to emphasize, this is the first of five or six reform efforts that are going to come out during the course of the year.",3,1327.0,256.0,guest,89.0,0,Fox News,Hannity,2017-03-08
98,HANNITY, Tom Price last night said that this is going to be rolled out three different ways. So that actually made me feel a little better. But I wish they would've explained it better.,3,177.0,34.0,host,90.0,0,Fox News,Hannity,2017-03-08
99,GINGRICH," I think had they started originally, and I agree with this, and I think it's the one criticism than the president should take to heart. If they had started by saying let us give you a context. You're going to get a first bill designed to get through the Senate, not designed to be perfect, designed to get through the Senate so the president can sign it as rapidly as possible. Big a step towards repeal. And guess what, you're not going to get any Democrats. No Democrat is good to vote to repeal this.",3,504.0,96.0,guest,91.0,0,Fox News,Hannity,2017-03-08
100,HANNITY, Never.,3,7.0,2.0,host,92.0,0,Fox News,Hannity,2017-03-08
101,GINGRICH, So that means you have got to carry a narrow burden.,3,53.0,12.0,guest,93.0,0,Fox News,Hannity,2017-03-08
102,HANNITY, Maybe I would've liked to see a lot of these things result behind the scenes first. Maybe I'm naive.,3,101.0,20.0,host,94.0,0,Fox News,Hannity,2017-03-08
103,GINGRICH," Well, no. I just think there is sometimes, and I do think if you look, for example, at the Medicaid reform, it may be the biggest conservative reform since the welfare reform bill of 96. These are not small things.",3,215.0,41.0,guest,95.0,0,Fox News,Hannity,2017-03-08
104,HANNITY," They've got to remember, they're going to now own this. They better get it right.",3,82.0,16.0,host,96.0,0,Fox News,Hannity,2017-03-08
105,GINGRICH," Well, and they better plan on a second bill and they better plan on Tom Price doing a series of regulatory changes. This dance will go on all year. But I want to say one other thing that's really important.  Republicans cannot allow the Trump administration to fail in its first big effort. When you're done fighting, you're done complain, you're done amending, virtually every Republican ought to vote yes. We'll have another fight in six weeks and two months. But it's very important that President Trump have a win on this bill.",3,532.0,94.0,guest,97.0,0,Fox News,Hannity,2017-03-08
106,HANNITY," I agree, big time. Big time, I totally agree with that. Mr. Speaker, always good to see you, thank you.",3,104.0,21.0,host,98.0,0,Fox News,Hannity,2017-03-08
107,GINGRICH, Thanks.        ,3,16.0,3.0,guest,99.0,0,Fox News,Hannity,2017-03-08
108,HANNITY," All right, we have more reaction to the explosive WikiLeaks allegations, Bill Binney, retired lieutenant colonel Tony Shaffer. And then later, a new report says President Obama is furious with President Trump. All we've learned in recent weeks with all that, shouldn't it be the other way around? Michelle Malkin will weigh in on that on this busy, super busy news night.         ",3,381.0,64.0,host,100.0,0,Fox News,Hannity,2017-03-08
109,,(COMMERCIAL BREAK),3,,,,,0,Fox News,Hannity,2017-03-08
110,HANNITY," Welcome back to ""Hannity."" So this week WikiLeaks released a new batch of documents allegedly containing information about tactics the CIA uses as part of its surveillance program. Joining us now with reaction, former intelligence official of the U.S. National Security Agency William Binney, and former senior intelligence officer, Lieutenant Colonel Tony Shaffer. Mr. Binney, let me start with you. One of the things, I have a headline here in front of me, ""WikiLeaks, CIA uses stolen malware to attribute cyber-attacks to nations like Russia."" And what they're really implying here is that they would deliberately mimic the hacking protocols of Russia to obfuscate their own works. Do you believe that's true?",4,713.0,113.0,host,101.0,0,Fox News,Hannity,2017-03-08
111,"BILL BINNEY, FORMER NATIONAL SECURITY AGENCY OFFICIAL"," Yes, sure. I think that that's true, as well as I think a lot of the software that they've gotten to do the penetrations came from NSA, and the other five eyes plus other cooperating countries. And of course they gained additional information once they penetrated into people like the Russians and the Ukrainians.",4,314.0,55.0,guest,102.0,0,Fox News,Hannity,2017-03-08
112,HANNITY, Is it legal for them to do that at the CIA?,4,44.0,12.0,host,103.0,0,Fox News,Hannity,2017-03-08
113,BINNEY," Actually, it's not their charter, but they certainly are doing it and they have been doing it for many decades. It's nothing new for them.  They've been using signals intelligence for quite some time.",4,201.0,35.0,guest,104.0,0,Fox News,Hannity,2017-03-08
114,HANNITY," In other words, we do know what happened in the case of General Flynn, that was a felony, a violation of the Espionage Act, even though he did have in his case a security clearance. Maybe they could have listened but it was certainly illegal to release that. Colonel Shaffer, what is your take on all of this? And when the intelligence community, and I'm sure it's just a few people, I have great faith in our intelligence services, and what they do is really dangerous and important.         ",4,494.0,90.0,host,105.0,0,Fox News,Hannity,2017-03-08
115,"LT. GEN. TONY SHAFFER, RET., FORMER SENIOR INTELLIGENCE OFFICER",  Precisely.        ,4,20.0,3.0,guest,106.0,0,Fox News,Hannity,2017-03-08
116,HANNITY," But if they're leaking information on Americans and using techniques that could possibly spy through our TVs and not allow full encryptions of our phones, that's troubling to me.",4,179.0,30.0,host,107.0,0,Fox News,Hannity,2017-03-08
117,SHAFFER," Part of the deal is all those vulnerabilities, Sean, you just mentioned, the bad guys have, too. This has always been one of my concerns. I've done this sort of thing for a living, about the time Wayne was doing it. My concern was on the inside is these people, our intelligence agencies, have huge technology and huge power. So that power must be used ethically and focused on the adversary only. What you've seen here, as you pointed out, Sean, it was used against one of our own. Lieutenant General Mike Flynn is a friend of mine. On a personal level, I think it's horrendous. On a legal level, it needs to be prosecuted. So I think we have to understand it's good that we understand these things. It's good we have people who understand the tools. But how you use those tools ethically, legally, and morally is hugely important.",4,833.0,152.0,guest,108.0,0,Fox News,Hannity,2017-03-08
118,HANNITY," Colonel, if the CIA, in fact WikiLeaks, they have a track record.  They've not been wrong in all the years of existence. They've not been proven wrong one at time. And I'm looking at these documents, I guess the most frightening thing if you're in the government as they release less than one percent of the information they say they have. And they're talking about more powerful surveillance techniques than even the NSA without checks and balances. The fact that they built a cyber-attack arsenal that $100 billion came from the Obama years, and that it implies that every single electronic device, they are capable of hacking and spying through, and even turning TVs into listening devices. Do you believe that?  Do you think the CIA has that capability? And if they do, if there is no check and balance, doesn't that mean were all potentially subject to living in a police state where the government at will can spy on whoever they want, bribe, blackmail, do whatever they want with that? That's scary.",4,1007.0,175.0,host,109.0,0,Fox News,Hannity,2017-03-08
119,SHAFFER," That is the danger of having this. And unfortunately, Sean, this is one of the few times I cannot comment on what you're asking me. I used to do this for a living. I will say this. I think some of those things are even more powerful than you know, than you listed. And that's why ethically, legally, and as William said, you have to be very specific about how you use Title 18 as law enforcement, Title 10 as military, Title 50 as intelligence which has use first restrictions. President Obama, I have a feeling, didn't care. He just told people to go out and do things. And this is where, morally, you have to have someone who is at the top willing to do the hard things and says it is my job to restrict people from using those things.",4,738.0,143.0,guest,110.0,0,Fox News,Hannity,2017-03-08
120,HANNITY, We don't have constitutional protections.,4,42.0,6.0,host,111.0,0,Fox News,Hannity,2017-03-08
121,SHAFFER," Precisely. And this is where we were going. Let me say this. I don't know if Bill will agree with me or not. ATP 2829, the so called Russian tool that was used to hack the DNC, Sean, we did it. Not me, but our guys. Former members of NSA, retired intelligence officers use these tools to break in there and get the information out. That's what the Democrats don't want to talk about because it doesn't fit their narrative.",4,423.0,81.0,guest,112.0,0,Fox News,Hannity,2017-03-08
122,HANNITY," You know that for a fact? You know the Democrats did it -- or that former operatives did it using the malware techniques, that they put the Russian fingerprints on it and make it appear like the Russians. In other words, you're telling me this whole Russian story that the media has been running with for months and months and months, that it was our people that did it and they put the fingerprints of the Russians on it?",4,423.0,80.0,host,113.0,0,Fox News,Hannity,2017-03-08
123,SHAFFER, That's right.,4,14.0,3.0,guest,114.0,0,Fox News,Hannity,2017-03-08
124,HANNITY, You have proof of that?,4,24.0,6.0,host,115.0,0,Fox News,Hannity,2017-03-08
125,SHAFFER," I don't have proof of it, but I'm telling you this is what I've heard. And what I'm telling you is if you go back and actually talk to people inside, the evidence is not that the Russians did it. The evidence is a Russian tool was used. What I'm saying is concerned Americans who are fed up with the Clintons doing things I think were the ones who got in there and broke the information out and give it to WikiLeaks. And I've mentioned this to other reporters, by the way. They don't seem to be interested in going and checking this out, because it doesn't --",4,560.0,109.0,guest,116.0,0,Fox News,Hannity,2017-03-08
126,HANNITY," Talk to John Solomon and Sara Carter. They want to hear this. Last question. Mr. Binney, you had told me that you say that every phone call, every text, every email of every American is gathered into metadata right now by our government, every single call, text, email. Is that true? You know that?",4,299.0,55.0,host,117.0,0,Fox News,Hannity,2017-03-08
127,BINNEY, It's not just the metadata. It's the content also.,4,51.0,10.0,guest,118.0,0,Fox News,Hannity,2017-03-08
128,HANNITY, And our government is storing every conversation?,4,50.0,8.0,host,119.0,0,Fox News,Hannity,2017-03-08
129,BINNEY, And that's why I wrote that up in a sworn affidavit and supported Jewel versus NSA challenging the constitutionality of NSA collecting all this data.,4,150.0,26.0,guest,120.0,0,Fox News,Hannity,2017-03-08
130,HANNITY, You say executive order 12333 allows that.,4,43.0,8.0,host,121.0,0,Fox News,Hannity,2017-03-08
131,BINNEY," Yes, Section 23c.",4,18.0,4.0,guest,122.0,0,Fox News,Hannity,2017-03-08
132,HANNITY, And that is the same one that Obama altered so 16 other agencies could now share in the information of --,4,106.0,22.0,host,123.0,0,Fox News,Hannity,2017-03-08
133,BINNEY," If I could point out a greater danger here, Sean. The point is they know about all these weaknesses and firewalls, operating systems, switches, servers, and so on and how to break into them. And they aren't fixing them. That means that everybody in the world, including all of us here in the U.S., are still sitting here vulnerable to attacks.",4,344.0,62.0,guest,124.0,0,Fox News,Hannity,2017-03-08
134,HANNITY," You're saying they're doing it as a matter of course, and that's why you left after 32 years at the NSA?",4,105.0,22.0,host,125.0,0,Fox News,Hannity,2017-03-08
135,BINNEY, Exactly. And the point is that they come back to us after an attack and say we need more money for cyber-security when in fact they don't fix the problems they already know. And so they're not giving you cyber-security.,4,220.0,41.0,guest,126.0,0,Fox News,Hannity,2017-03-08
136,HANNITY, This is worse than any spy novel I can think of.,4,49.0,12.0,host,127.0,0,Fox News,Hannity,2017-03-08
137,BINNEY, They're swindling us.        ,4,30.0,5.0,guest,128.0,0,Fox News,Hannity,2017-03-08
