,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
31,WALLACE,"  All right.  I want to pick up on that, and your criticism of the judges, because after Judge Robart’s initial order, President Trump tweeted this, I want to put it on the screen, ""Just cannot believe a judge would put our country in such peril.  If something happens, blame him and the court system.  People pouring in.  Bad!"" But now, Stephen, that judge is getting death threats.  So, the question is, if something happens to him, should we blame President Trump?  ",1,469.0,83.0,host,26.0,0,Fox News,Fox News Sunday,2017-02-12
32,MILLER,"  This is one of the most ludicrous things that the media does, where when any crazy person in this country issues a death threat, that they can blame a politician or a public official.  That is reckless and irresponsible and should never be done.  The reality is --",1,266.0,49.0,guest,27.0,0,Fox News,Fox News Sunday,2017-02-12
33,WALLACE,"  But some people would say -- some people would say that personally attacking a judge is reckless and irresponsible.  In fact, your own Supreme Court nominee, Judge Gorsuch, called it disheartening and demoralizing.  ",1,218.0,35.0,host,28.0,0,Fox News,Fox News Sunday,2017-02-12
34,MILLER,"  Statements that you can’t criticize a judge demonstrate a profound misunderstanding of what it means to have separate and equal branches.  Of course, one branch can criticize another branch of government.  It’s ludicrous to say that Congress can criticize the president, and the president can criticize Congress, and judges can criticize the president, but the president can’t criticize judges.  ",1,398.0,61.0,guest,29.0,0,Fox News,Fox News Sunday,2017-02-12
35,WALLACE,"  So, Neil Gorsuch was wrong?",1,29.0,6.0,host,30.0,0,Fox News,Fox News Sunday,2017-02-12
36,MILLER,"  I have my opinions.  And Judge Gorsuch has had his comments as you know misinterpreted and misrepresented by Senator Blumenthal, who as we all know has profound credibility issues.  ",1,184.0,31.0,guest,31.0,0,Fox News,Fox News Sunday,2017-02-12
37,WALLACE,"  Wait, on the question.  First of all, on the question of his saying that he found these remarks disheartening and demoralizing, it wasn’t --",1,142.0,25.0,host,32.0,0,Fox News,Fox News Sunday,2017-02-12
38,,(CROSSTALK),1,,,,,0,Fox News,Fox News Sunday,2017-02-12
39,MILLER,  That’s different than saying you can’t criticize a judge.  I don’t think that Judge Gorsuch would say you can’t criticize a judge in the United States.,1,153.0,27.0,guest,33.0,0,Fox News,Fox News Sunday,2017-02-12
40,WALLACE,"  No, but he said these comments were disheartening, demoralizing.  He said it not only to Richard Blumenthal.  He said it to Senator Ben Sasse, who’s a Republican.  ",1,166.0,29.0,host,34.0,0,Fox News,Fox News Sunday,2017-02-12
41,MILLER," That’s -- that is not what -- Kelly Ayotte put out a statement.  That’s not what she said he said. You weren’t in the room.  I wasn’t in the room.  What we do know is that Senator Blumenthal, and we all know his Vietnam scandal.  We know how much he has a credibility problem.  It’s a serious problem.  That should be the focus of the conversation.  It’s the degree to which that senator has a serious credibility issue.   But not to get off track here, because we are going all over the place, let's just be very clear and straightforward saying the following: The United States of America has a terrorism problem.  We’ve had hundreds cases of foreign national entering our country from other countries and plotting, attempting, or even carrying out terrorist attacks.  We’ve spent countless dollars a year, and we have thousands of federal officers and investigators who do nothing but run around the country trying to stop terrorist attacks for no other reason because we make the mistake of letting people in who harbor hatred for this country.   Our immigration system should not be a vehicle for admitting people who have anything but love in their hearts for this nation and this Constitution.  ",1,1203.0,210.0,guest,35.0,0,Fox News,Fox News Sunday,2017-02-12
42,WALLACE,"  I want to ask you, Stephen, about how this all rolled out, because you and Steve Bannon were reportedly the prime movers behind the rollout of this executive order before it had been fully vetted by everyone, all the key players of the administration or congressional leaders.  And, of course, now, it has been blocked in several courts.   Do you and Bannon take responsibility for all of the problems with this rollout?  ",1,424.0,75.0,host,36.0,0,Fox News,Fox News Sunday,2017-02-12
43,MILLER,"  First of all, people are getting way too much credit to me and Steve Bannon.  Steve Bannon has no role whatsoever in drafting executive orders.  This executive order was drafted by congressional experts and lawyers, career experts on immigration.  It was approved and vetted through the Homeland Security Council, the National Security Council, the Department of Justice Office of Legal Counsel -- key people at the departments and agencies were read into the executive order --",1,480.0,77.0,guest,37.0,0,Fox News,Fox News Sunday,2017-02-12
44,WALLACE,"  You would agree, it hasn’t gone smoothly.",1,43.0,8.0,host,38.0,0,Fox News,Fox News Sunday,2017-02-12
45,MILLER,"  Well, here’s where you are wrong, Chris.  And I hate to say this, because I think you are fabulous.  But we issued three executive orders on immigration that have profoundly improved the security of this country, on border security, interior security, and national security.   Most of those provisions remain in full, total, and complete affect.  Aspects of the national security order have been wrongly enjoined, an unprecedented step by the Ninth Circuit and the district judge to extend rights to citizens of other countries who don’t live in our country.  But even parts of that executive order still remain in full effect, including the process that begins to set in place the new extreme vetting mechanisms, including the lowering of the refugee ceiling.",1,762.0,125.0,guest,39.0,0,Fox News,Fox News Sunday,2017-02-12
46,WALLACE,  All right.,1,12.0,3.0,host,40.0,0,Fox News,Fox News Sunday,2017-02-12
47,MILLER,"  And then the other policies.   But something is going to come out of this, which will be very good.  In the end, the powers of the president of the United States will be reaffirmed, and the whole world will see clearly and unmistakably, and it’s a message that I want the world to hear today -- that this country will protect its borders.  It will protect its people, and it will ensure we have an immigration system that promotes wage growth, that promotes employment opportunities for our people, and importantly promotes compassion for working-class citizens who want to live in safe, secure, upperly mobile communities.  ",1,627.0,108.0,guest,41.0,0,Fox News,Fox News Sunday,2017-02-12
48,WALLACE,"  Let me ask about protecting the border, because there has been ramped up immigration this week, hundreds of people in the country illegally, and some with criminal records besides the fact that they came in illegally have been detained.  The president tweeted this morning, ""The crackdown on illegal immigrants is merely the keeping of my campaign promise.  Gang members, drug dealers, and others are being removed."" Now, the immigration officials said that this had been in the works for some period of time.  The president seems to indicate that this is happening of his order.  Which is it?  ",1,597.0,100.0,host,42.0,0,Fox News,Fox News Sunday,2017-02-12
49,MILLER,"  Right now, as a result of the president's order, greatly expanded and more vigorous immigration enforcement activities are taking place.  It is true that operation cross-check is something that happens every year.  But this year, we’ve taken new and greater steps to remove criminal aliens from our communities.   I had a phone call yesterday with someone who from DHS who talked about an immigration enforcement activity at 4:00 in the morning where a gang member was removed, a wife beater, somebody who was a threat to public safety, with a long arrest record.  But because they didn’t have the right kinds of convictions, they weren’t considered a priority by the previous administration.   Because of President Trump's actions, innocent people are now being kept out of harm's way.  And we as a country spend too little time thinking about the effects of open borders on vulnerable communities, including our migrant communities, lawful migrants trying to get their start in this country --",1,997.0,164.0,guest,43.0,0,Fox News,Fox News Sunday,2017-02-12
50,WALLACE,  Stephen --  ,1,14.0,4.0,host,44.0,0,Fox News,Fox News Sunday,2017-02-12
51,MILLER,"  -- who have to deal with the scourge of cartel violence, the scourge of gangs, the scourge of violent criminals that we’re now removing from this country.  ",1,158.0,29.0,guest,45.0,0,Fox News,Fox News Sunday,2017-02-12
52,WALLACE,"  All right.  I get your point.  We’re way over time.  I have one more question to ask you.   And I want to ask you about the personal attacks that President Trump engaged in this week.  He dismissed the ""so-called judge"" who had stayed his order, Judge Robart in Seattle, and he had to say this about the appeals court.  ",1,322.0,62.0,host,46.0,0,Fox News,Fox News Sunday,2017-02-12
53,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Fox News Sunday,2017-02-12
54,TRUMP,  I listen to a bunch of stuff last night on television that was disgraceful.  ,1,79.0,16.0,guest,47.0,1,Fox News,Fox News Sunday,2017-02-12
55,,(END VIDEO CLIP),1,,,,,1,Fox News,Fox News Sunday,2017-02-12
56,WALLACE,"  When Democratic Senator Richard Blumenthal said the president’s Supreme Court nominee, Judge Gorsuch, found these personal attacks disheartening, here’s how President Trump responded.  ",1,187.0,25.0,host,48.0,0,Fox News,Fox News Sunday,2017-02-12
57,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Fox News Sunday,2017-02-12
58,TRUMP,  His comments were misrepresented.  And what you should do is ask Senator Blumenthal about his Vietnam record that didn’t exist after years of saying it did.  ,1,160.0,28.0,guest,49.0,1,Fox News,Fox News Sunday,2017-02-12
59,,(END VIDEO CLIP),1,,,,,1,Fox News,Fox News Sunday,2017-02-12
60,WALLACE,"  And when Senator John McCain, the chairman of the Senate Armed Services Committee, raised questions about the Yemen raid, the president tweeted this.  I want to put it on the screen, ""Senator McCain should not be talking about the success or failure of a mission to the media.  Only emboldens the enemy.  He’s been losing so long he doesn’t know how to win anymore."" Look, I take your point that you’re not a punching bag here, and that the president and the White House, they take incoming.  They should be able to fire back.   But does this kind of personal attack help the president in building the kind of coalitions he is going to need for the bold agenda that all of you want?  ",1,686.0,127.0,host,50.0,0,Fox News,Fox News Sunday,2017-02-12
61,MILLER,"  Thank you, Chris.  It’s an important question and I’m glad to have a chance to answer it.  ",1,93.0,19.0,guest,51.0,0,Fox News,Fox News Sunday,2017-02-12
62,WALLACE,"  Just briefly, sir.  ",1,22.0,5.0,host,52.0,0,Fox News,Fox News Sunday,2017-02-12
63,MILLER,"  Our position is that we are the ally of millions of hard-working forgotten men and women all across this country, and President Trump is their champion.  That’s our coalition.  Our coalition is millions and millions and millions of decent patriotic citizens who just want a pay raise, who just want a good school, who just want a safe community.   And Donald Trump will never apologize for looking out for their interest and being their champion.  ",1,450.0,78.0,guest,53.0,0,Fox News,Fox News Sunday,2017-02-12
64,,(CROSSTALK),1,,,,,0,Fox News,Fox News Sunday,2017-02-12
65,WALLACE,  But does he need to insult John McCain in the process?  ,1,58.0,13.0,host,54.0,0,Fox News,Fox News Sunday,2017-02-12
66,MILLER,"  He needs to protect the integrity and to protect the honor and decency of our armed services.  Chief Special Operator William ""Ryan"" Owens did not die for a failure.  He died as a hero.  He died in defense of his country.  He died in defense of our values, in a successful mission that yielded valuable intelligence.   The bottom line, Chris, is that the president of the United States won 306 electoral votes by being a champion for people who haven’t had voice in Washington, Democrats, Republicans, independents, people of all income and races.  And he will continue to be their champion and he will continue to be their voice.  ",1,634.0,112.0,guest,55.0,0,Fox News,Fox News Sunday,2017-02-12
67,WALLACE,"  Stephen, thank you.",1,21.0,4.0,host,56.0,0,Fox News,Fox News Sunday,2017-02-12
68,MILLER,  Thank you.,1,12.0,3.0,guest,57.0,0,Fox News,Fox News Sunday,2017-02-12
69,WALLACE,"  Thanks for your time today.  Thanks.  We enjoy hearing your voice.  And, of course, we’ll be tracking what the president announces this week on the issue of immigration and travel ban.  Thanks so much for talking with us, sir.",1,228.0,40.0,host,58.0,0,Fox News,Fox News Sunday,2017-02-12
70,MILLER,  Thank you.,1,12.0,3.0,guest,59.0,0,Fox News,Fox News Sunday,2017-02-12
71,WALLACE,"  Up next, Democratic Senator Ben Cardin on Mr. Trump’s executive order, his legislative agenda, and charges of Democratic obstruction.  ",1,137.0,21.0,host,60.0,0,Fox News,Fox News Sunday,2017-02-12
72,,(COMMERCIAL BREAK),1,,,,,0,Fox News,Fox News Sunday,2017-02-12
73,WALLACE,"  A look outside the Beltway of the Ninth Circuit Court of Appeals in San Francisco, which ruled against reinstating President Trump’s travel ban.   To discuss the president's executive order and other issues, let's bring in Senator Ben Cardin, the top Democrat on the Foreign Relations Committee.   And, Senator, welcome back to ""Fox News Sunday.""",2,348.0,57.0,host,61.0,0,Fox News,Fox News Sunday,2017-02-12
74,"SEN. BEN CARDIN, D-MARYLAND","  Good to be with you, Chris.  Thanks.",2,38.0,8.0,guest,62.0,0,Fox News,Fox News Sunday,2017-02-12
75,WALLACE,  You just heard top Trump adviser Stephen Miller on the travel ban.  Your reaction?  ,2,86.0,16.0,host,63.0,0,Fox News,Fox News Sunday,2017-02-12
76,CARDIN,"  Well, I find his comments very concerning.  We all want America to be safer.  I can tell you that his executive order, if implemented, will make us less safe.   It’s not just my views.  I’ve talked to leaders from around the world who tell us that it will be used as a recruitment for terrorist organizations that will put Americans at greater risk traveling abroad.  That it adds to self-radicalization.   Our concern about terrorism is real.  But look at the numbers -- the numbers of self-radicalization are much higher than people coming into our country.  So, we really need to have a smart policy.  And we already have extreme vetting for refugees, particularly.  ",2,672.0,117.0,guest,64.0,0,Fox News,Fox News Sunday,2017-02-12
77,WALLACE,"  Well, I want to pick up on this, because you have made similar remarks in a letter that you and five other Democratic senators wrote to Defense Secretary James Mattis this week.  And I want to put what you said on the screen.  This executive order provides ISIS and other enemies with a propaganda coup of unimaginable proportions.   Honestly, do you really think that ISIS needs another tool to get people to kill us?  They already hate us, Senator.",2,452.0,81.0,host,65.0,0,Fox News,Fox News Sunday,2017-02-12
78,CARDIN,"  But they need a recruitment message, and I was talking to King Abdullah just last week, king of Jordan.  ",2,107.0,21.0,guest,66.0,0,Fox News,Fox News Sunday,2017-02-12
79,WALLACE,  King of Jordan.,2,17.0,4.0,host,67.0,0,Fox News,Fox News Sunday,2017-02-12
80,CARDIN,"  And he said, look, we have 650,000 Syrian refugees in our country.  And they are integrated into our country.  They’re not the security threats.  At the security threat is who could be recruited, how the Palestinians are recruited towards terrorism.   ISIS is on the run, but if we give them a message, look, we are losing territory, the caliphate is shrinking, we are making progress.  So, there hope for their future is to recruit.  And what America does when its immigration policy gives them a recruiting message.  ",2,521.0,90.0,guest,68.0,0,Fox News,Fox News Sunday,2017-02-12
81,WALLACE,"  But, Senator, the new secretary of homeland security, General John Kelly, says that while the courts go through this long process of considering the president's order, it’s his words, entirely possible that someone will come into this country and do us harm.  Here’s an exchange that he had this week in a congressional committee hearing.  ",2,342.0,57.0,host,69.0,0,Fox News,Fox News Sunday,2017-02-12
82,,(BEGIN VIDEO CLIP),2,,,,,0,Fox News,Fox News Sunday,2017-02-12
83,UNIDENTIFIED MALE,  But you do not have any proof at this point.  ,2,48.0,12.0,guest,70.0,1,Fox News,Fox News Sunday,2017-02-12
84,"GEN. JOHN KELLY, HOMELAND SECURITY SECRETARY",  Not until a boom.,2,19.0,5.0,guest,71.0,1,Fox News,Fox News Sunday,2017-02-12
85,UNIDENTIFIED MALE,  Not until what?,2,17.0,4.0,guest,72.0,1,Fox News,Fox News Sunday,2017-02-12
86,KELLY,"  Not until they act and blow something up or go into a mall and kill people.  So, we won’t know until then.  ",2,110.0,24.0,guest,73.0,1,Fox News,Fox News Sunday,2017-02-12
87,,(END VIDEO CLIP),2,,,,,1,Fox News,Fox News Sunday,2017-02-12
88,WALLACE,"  He is saying, the president is saying, Stephen Miller is saying, while the courts, while senators argue about, well, this fine-tuning of executive order, we won’t know until the boom.  ",2,187.0,32.0,host,74.0,0,Fox News,Fox News Sunday,2017-02-12
89,CARDIN,"  Well, you don’t know.  But we do know one thing.  We want to keep Americans safe.  We want to do everything possible to do that.   And there are risk factors.  There’s risk factors that this executive order could be used as a recruitment for someone here or self-radicalization, and that person may in fact go out and cause people to be harmed.  These are -- if you look at what we’ve seen as far as the terrorist threats in America, it’s not the refugees.  It’s not the people that are coming in through our regular process.   There had not been an unusual high threat to America.  Do we want to do better where we can?  Absolutely.  ",2,637.0,120.0,guest,75.0,0,Fox News,Fox News Sunday,2017-02-12
90,WALLACE,"  U.S. officials -- I want to turn the subject -- U.S. officials now say that contrary to previous denials that the president's national security advisor, retired General Michael Flynn, did discuss U.S. sanctions with the Russian ambassador before he took office in December at the very time that President Obama was imposing new sanctions because of Russia's role in interfering in the election.   Here is an exchange that I had before the inauguration with Vice President Pence.  ",2,482.0,80.0,host,76.0,0,Fox News,Fox News Sunday,2017-02-12
91,,(BEGIN VIDEO CLIP),2,,,,,0,Fox News,Fox News Sunday,2017-02-12
92,WALLACE,  Did Michael Flynn ever discuss lifting sanctions in any of those discussions?  Do you know?,2,93.0,16.0,host,77.0,1,Fox News,Fox News Sunday,2017-02-12
93,"MIKE PENCE, VICE PRESIDENT OF THE UNITED STATES",  I talked to General Flynn yesterday.  And the conversations that took place at that time were not in any way related to new U.S. sanctions against Russia or the expulsion of diplomats.  ,2,188.0,34.0,guest,78.0,1,Fox News,Fox News Sunday,2017-02-12
94,,(END VIDEO CLIP),2,,,,,1,Fox News,Fox News Sunday,2017-02-12
95,WALLACE,"  Despite that, the White House said yesterday that President Trump still has, quote, ""full confidence"" in Michael Flynn as his national security advisor.  Question: Do you?  ",2,175.0,28.0,host,79.0,0,Fox News,Fox News Sunday,2017-02-12
96,CARDIN,"  No, I think what General Flynn did with the vice president, misleading him or giving him wrong information, that’s not the type of person you want to have around you giving you advice.  So, I think he has very much questioned his credibility.  We need to get to the bottom of this.   But it goes broader than just General Flynn.  The relationship between Russia and our elections is something that needs to be independently investigated.  I’d call for an independent commission similar to what we had in 9/11.  Russia attacked us.  We need to have an independent investigation, and General Flynn's comments just add to our concern about the relationship with Russia.  ",2,670.0,115.0,guest,80.0,0,Fox News,Fox News Sunday,2017-02-12
97,WALLACE,"  Well, one of the reasons that all of this has come out is because apparently the FBI, and the NSA, one of our intelligence agencies doing what they should do, had electronic signal intelligence on any conversations the Russian ambassador was having.  I’m sure they do it to our people in Moscow.  So, o they knew what went on in this conversation.   Should Congress -- and you as a top Democrat on the Foreign Relations Committee -- should there be an investigation of what exactly it is that Michael Flynn said?  And I guess a larger question a lot of people are asking, what’s wrong?  In about a month, he was going to be the national security advisor, what’s wrong with him at that point talking to the Russian ambassador about what the policy was on sanctions?  ",2,768.0,140.0,host,81.0,0,Fox News,Fox News Sunday,2017-02-12
98,CARDIN,"  We have one president at a time.  That president is conducting a major foreign policy initiative by imposing sanctions for Russia's attack on the United States.  That message had to be clear.   And if someone was trying to undermine that in our private conversation with the president -- prime minister of Russia, that’s wrong.  That’s why we passed -- a law was passed a couple of hundred years ago to make that illegal.   What our concern is: what is the relationship?  Why did Russia do what it did in our elections?   Russia’s continuing to be active not just in the United States but in Western Europe, in these elections.  We’ve got to get to the bottom of this, as to how -- what's Russia is employing in order to try to bring down our democratic system of government.  Yes, there should be investigations in Congress, and there are some that are starting and taking place.  But there needs to be an independent investigation where people devout their full-time to finding out what Russia was doing, why they did it, who was involved here in the United States, and making sure this never happens again.  ",2,1113.0,199.0,guest,82.0,0,Fox News,Fox News Sunday,2017-02-12
99,WALLACE,"  Let's take a look at where we stand with the Trump cabinet at this point, and the statistics are interesting.  So far, seven of President Trump’s cabinet nominees have been confirmed.  At the same point in 2009, 12 members of the Obama cabinet were in place.  And in 2001, Bush 43 had his entire 14-member cabinet confirmed.   Senator, isn't this blatant Democratic obstruction?  ",2,382.0,66.0,host,83.0,0,Fox News,Fox News Sunday,2017-02-12
100,CARDIN,  Not at all.  We can’t stop these nominees.  We know that.  What we’re trying to do --,2,87.0,18.0,guest,84.0,0,Fox News,Fox News Sunday,2017-02-12
101,WALLACE,"  No, but you’re doing everything you can to slow it down.  ",2,60.0,13.0,host,85.0,0,Fox News,Fox News Sunday,2017-02-12
102,CARDIN,"  Oh, because these people have never -- many have never been appointed to positions before.  They have vast personal background --",2,131.0,22.0,guest,86.0,0,Fox News,Fox News Sunday,2017-02-12
103,WALLACE,  Some people would say that’s a positive.  ,2,44.0,9.0,host,87.0,0,Fox News,Fox News Sunday,2017-02-12
104,CARDIN,"  Well, let's find out about it.  When you have a person who’s already been vetted for other offices, it’s a lot easier for the confirmation process to move because you have already gone through that information.  With a person like Betsy DeVos, who we knew nothing about her commitment to public education, I think it was important that we took as much time as possible so the American people understood our concern, and we can hold her accountable.   Now, she’s secretary of education.  We’re going to use our time to make sure that people understand the background of these individuals, their commitment to the agency that they are being appointed to, and so, we can hold them accountable.  And yes, in some cases, we would hope that Republicans may join us in questioning whether this person is the best person.  ",2,817.0,143.0,guest,88.0,0,Fox News,Fox News Sunday,2017-02-12
105,WALLACE,"  But, Senator, back in 2013, when Republicans delayed the confirmation of two members of President Obama's second term cabinets, here’s what you had to say about that.  ""This is a pattern of blocking President Obama's confirmation votes on his key cabinet positions."" Senator, aren't you and other Democrats engaged in exactly the practice that you criticized four years ago?  ",2,378.0,61.0,host,89.0,0,Fox News,Fox News Sunday,2017-02-12
106,CARDIN,"  I think my recollection then was the Republicans controlled the Senate at that time, and we’re not scheduling these votes.  We don’t control the agenda.  The Republicans control the agenda.  ",2,193.0,32.0,guest,90.0,0,Fox News,Fox News Sunday,2017-02-12
107,WALLACE,"  Yes, but you have ways of blocking it.  ",2,42.0,10.0,host,91.0,0,Fox News,Fox News Sunday,2017-02-12
108,CARDIN,"  No, all we can do is take our time.  We have time for debate, the 30 hours given to us.  We can’t block when it’s brought to the floor.  We can’t block when the votes take place.  That would be the Republican leader decides.   All we can do is use the time that’s allotted to us to make our points and that’s what we’re doing.  We’re not blocking these appointments.  We scheduled the earliest possible days for hearings in our committees.  I’m the ranking Democrat on Senate Foreign --  ",2,490.0,92.0,guest,92.0,0,Fox News,Fox News Sunday,2017-02-12
109,WALLACE,"  Yes, but on some committees, and you boycott it so they couldn’t have a vote. Let me if I may just bring up one last question.  And that is the nomination of Neil Gorsuch to the Supreme Court.  You say that he must be in the judicial mainstream.  I understand he is clearly more conservative than you are.  President Trump is a more conservative president than President Obama.   Is there anything in his record that would indicate -- just besides the fact that he is conservative, that he isn’t in the judicial mainstream?",2,525.0,95.0,host,93.0,0,Fox News,Fox News Sunday,2017-02-12
110,CARDIN," Well, I’m just starting to look at his background. I am concerned about whether he will represent individual constitutional rights or whether he’s going to be more concerned about business constitutional rights. And we’ll get into that. (INAUDIBLE) --",2,252.0,40.0,guest,94.0,0,Fox News,Fox News Sunday,2017-02-12
111,WALLACE,"  Yes, but that’s a judicial mainstream issue (ph).",2,51.0,9.0,host,95.0,0,Fox News,Fox News Sunday,2017-02-12
112,CARDIN," Well -- well -- I -- we’re just getting into it. Give me a chance to meet with him. I have not met with him yet. Let me review the record. But, Chris, I want to tell you, this is in backdrop to Republican leadership in the Senate that denied President Obama for ten months a vote on his nominee. We want to make sure we get a fair process. And many of us are concerned as to whether this Republican leadership will allow us to have a fair process in the United States Senate. As you’re already, as you showed earlier in the show, we have a president whose shown a real disrespect for the judicial branch of government. We need to make sure we have an independent judiciary.",2,674.0,131.0,guest,96.0,0,Fox News,Fox News Sunday,2017-02-12
113,WALLACE,"  Senator Cardin, thank you. Thanks for coming in today. Always good to talk with you, sir.",2,91.0,17.0,host,97.0,0,Fox News,Fox News Sunday,2017-02-12
114,CARDIN," Thanks, Chris.",2,15.0,3.0,guest,98.0,0,Fox News,Fox News Sunday,2017-02-12
115,WALLACE,"  Up next, we’ll bring in our Sunday group to discuss what President Trump may do next to restrict people coming into the U.S. from countries with a history of terrorism. And new allegations that Mr. Trump’s national security advisor, General Michael Flynn, discussed easing sanctions with the Russian administrator despite Flynn’s repeated denials.",2,349.0,54.0,host,99.0,0,Fox News,Fox News Sunday,2017-02-12
116,,(COMMERCIAL BREAK),2,,,,,0,Fox News,Fox News Sunday,2017-02-12
117,,(BEGIN VIDEO CLIP),3,,,,,0,Fox News,Fox News Sunday,2017-02-12
118,TRUMP," We’ll be doing something very rapidly having to do with additional security for our country. You’ll be seeing that sometime next week. In addition, we will continue to go through the courts process and ultimately, I have no doubt, that we’ll win that particular case.",3,268.0,46.0,guest,100.0,1,Fox News,Fox News Sunday,2017-02-12
119,,(END VIDEO CLIP),3,,,,,1,Fox News,Fox News Sunday,2017-02-12
120,WALLACE,"  President Trump appearing to preview a two track approach with a new executive action, while at the same time defending his current travel ban in the courts and what he calls his continuing effort to keep the country safe. And it’s time now for our Sunday group. Michael Needham, head of the conservative think tank Heritage Action for America, Fox News political analyst and columnist for ""The Hill"" Juan Williams, Julie Pace who covers the White House for the Associated Press, and Laura Ingraham, editor of Lifezette and a Fox News political analyst. Laura, what do you expect from the president this week? Do you think that because Stephen Miller didn’t tell us that he will issue a new executive order addressing some of the legal concerns raised by the courts?",3,768.0,132.0,host,101.0,0,Fox News,Fox News Sunday,2017-02-12
121,"LAURA INGRAHAM, FOX NEWS POLITICAL ANALYST"," The Ninth Circuit made a complete legal mismatch of the doctrine of standing, of hinting that there’s a due process right of individuals outside the country who are not American citizens to enter the country. That having been said, the rollout of this executive order was not the finest hour for the administration. I believe they’re going to withdraw the order. They will write in more narrowly tailored order that will probably allay the concerns of most -- although some of the language of the Ninth Circuit opinion, it might not even be enough for them, but they’ll lose standing to continue the case. That case will probably go moot. I would be very surprised if they wanted to take a gamble going back to the district court, then going again to the Ninth Circuit, then going again to the Supreme Court. This has been a major distraction for the administration. If I were -- if I were operating coms over there, I’d have a bit of a different approach. You’ve got to repeal and replace Obamacare. You’ve got to do tax reform. You’ve got to do the things that you talked about. There’s some wisdom in what they’re saying here, but the way this was rolled out, I know everybody’s going to say, we vetted it all the right way. When John Kelly at Homeland Security says he wishes that, you know, we had done it a little differently, in my view that’s a tell. It’s OK. They can redo this. But they have to learn that it’s a -- you know, running full boar into a -- into a buzz saw of the Democratic resistance in the Ninth Circuit is probably going to distracted you for a while.",3,1579.0,291.0,guest,102.0,0,Fox News,Fox News Sunday,2017-02-12
122,WALLACE,"  Julie, President Trump, I think it’s fair to say, doesn’t like to lose. He suffered a major setback with the ruling by the Ninth Circuit court. This controversy over the travel ban has obviously enough -- you can just see from this show and all the coverage this week -- an enormous amount of time and energy when, as Laura points out, there’s a big agenda out there. Do you get any sense of how unhappy the president is with this development?",3,445.0,83.0,host,103.0,0,Fox News,Fox News Sunday,2017-02-12
123,"JULIE PACE, ASSOCIATED PRESS"," He’s told people privately that he does not think that the rollouts went well, despite what he said publicly about the strength of the order and what he said about what he feels is the national security interest of the -- of the country. If you talk to Trump supporters, people who voted for him, yes, they believe that this is part of what he promised he would do, but they are more focused on Obamacare. They are more focused on jobs and the economy. And Trump knows that. And I think he is going to want to shift his administration’s focus to those issues, which frankly are going to be even more difficult to implement than some of what we’ve seen on this executive order.",3,677.0,127.0,guest,104.0,0,Fox News,Fox News Sunday,2017-02-12
124,WALLACE,"  Michael, Donald Trump came in as a disruptor. It can’t be good when in his first major initiative, and this is -- I mean he’s had some orders or speeches, but this was the first major policy initiative, the disruptor gets stopped in his tracks by the federal court, whether it rightly or wrongly, it doesn’t add to the momentum of, I’m going to shake up the system.",3,367.0,69.0,host,105.0,0,Fox News,Fox News Sunday,2017-02-12
125,"MICHAEL NEEDHAM, CEO, HERITAGE ACTION FOR AMERICA"," Well, that may be true, but the courts are wrong and this system in that -- in this instance (INAUDIBLE). This is an instant of the president, at the apex of his political power. He has statutory power given to him by Congress. He has constitutional power. And we want the presidency running the national security. What -- what do these judges in San Francisco, what information do they have from classified briefings that they’ve gotten about the national security threats that our -- that our nation faces? What is --",3,520.0,92.0,guest,106.0,0,Fox News,Fox News Sunday,2017-02-12
126,WALLACE,"  But judges have done this before. The -- the Supreme Court, again, not saying it’s right or wrong, in the Bumedian (ph) case they slap down President Bush's ability to handle detainees at Guantanamo.",3,201.0,35.0,host,107.0,0,Fox News,Fox News Sunday,2017-02-12
127,NEEDHAM," Sure, courts have a right. But when -- when we come to immigration policy, it is very clear, as Stephen Miller said, that statutorily the president of the United States has the ability, whenever he wants, to restrict the people coming into this country as he sees necessary. On top of that, he has though the Constitution --",3,325.0,59.0,guest,108.0,0,Fox News,Fox News Sunday,2017-02-12
128,WALLACE,  So do you think he should double down on this or do you think he should do what’s --,3,86.0,20.0,host,109.0,0,Fox News,Fox News Sunday,2017-02-12
129,NEEDHAM," I think that it is urgent for the national security of the United States that I -- I -- I think he’s probably, this week, going to do something to make sure that there are security measures put into place. It is urgent for the national security of the United States, however, that the principle is reaffirmed, that is the executive branch, which has the information, it is the executive branch that holds the meetings to think about trade off, and it’s the executive branch, by the way, that is held accountable at the polls, not the judiciary. And it is urgent for the national security of the United States that we reaffirm that the executives is at the apex of its legislative -- and its power when it comes --",3,714.0,132.0,guest,110.0,0,Fox News,Fox News Sunday,2017-02-12
130,INGRAHAM, What if it goes the other way? What if the court actually circumscribes executive power --,3,91.0,17.0,guest,111.0,0,Fox News,Fox News Sunday,2017-02-12
131,NEEDHAM," Yes, this is why the American people --",3,40.0,9.0,guest,112.0,0,Fox News,Fox News Sunday,2017-02-12
132,INGRAHAM, and we have precedent on the books --,3,38.0,9.0,guest,113.0,0,Fox News,Fox News Sunday,2017-02-12
133,NEEDHAM, Right.,3,7.0,2.0,guest,114.0,0,Fox News,Fox News Sunday,2017-02-12
